Date,Close,High,Low,Open,Volume
6/8/1995,3.282228231,3.282228231,3.250969301,3.2665989,149400
6/9/1995,3.259097099,3.290356573,3.250969996,3.266599598,353700
6/12/1995,3.259097099,3.282228933,3.259097099,3.282228933,135900
6/13/1995,3.250968456,3.266598052,3.250968456,3.259095556,234900
6/14/1995,3.250968456,3.259095556,3.235338593,3.250968456,208800
6/15/1995,3.250968456,3.259095556,3.235338593,3.250968456,194400
6/16/1995,3.259097099,3.259097099,3.235340124,3.235340124,367200
6/19/1995,3.274726391,3.274726391,3.243466654,3.259096522,276300
6/20/1995,3.259097099,3.27472697,3.259097099,3.259097099,199800
6/21/1995,3.196578741,3.259097427,3.172821764,3.250970322,2824200
6/22/1995,3.125932693,3.188451374,3.125932693,3.188451374,489600
6/23/1995,3.118430138,3.134060009,3.102800267,3.125932637,1017900
6/26/1995,3.087171793,3.118430736,3.087171793,3.110303631,130500
6/27/1995,3.110302925,3.134059899,3.087171092,3.087171092,1436400
6/28/1995,3.141562939,3.165320457,3.102801222,3.102801222,727200
6/29/1995,3.14969039,3.157192622,3.141562747,3.141562747,386100
6/30/1995,3.188450336,3.204079666,3.134059046,3.134059046,449100
7/4/1995,3.204079628,3.204079628,3.188450298,3.188450298,274500
7/5/1995,3.14969039,3.172822229,3.141562747,3.165320265,362700
7/6/1995,3.102799892,3.141561593,3.09467279,3.141561593,486900
7/7/1995,3.079042435,3.110302168,3.071540474,3.087170341,1935000
7/10/1995,3.102799892,3.102799892,3.07904292,3.07904292,595800
7/11/1995,3.102799892,3.110302659,3.071540959,3.09467279,625500
7/12/1995,3.087171793,3.102800862,3.087171793,3.087171793,1113300
7/13/1995,3.094673395,3.110303267,3.087171432,3.102800499,402300
7/14/1995,3.118430138,3.125932637,3.102800267,3.102800267,402300
7/17/1995,3.102799892,3.118429762,3.09467279,3.118429762,83700
7/18/1995,3.102799892,3.110302659,3.09467279,3.102799892,793800
7/19/1995,3.063414335,3.118430796,3.063414335,3.118430796,289800
7/20/1995,3.024651527,3.079042281,3.024651527,3.063412683,712800
7/21/1995,3.009023666,3.024653543,2.985266684,3.024653543,754200
7/24/1995,3.032155991,3.032155991,3.000896501,3.009024145,566100
7/25/1995,3.040282726,3.110303925,3.032155352,3.047785228,774000
7/26/1995,3.055912256,3.071542131,3.040282649,3.040282649,452700
7/27/1995,3.071541071,3.071541071,3.063413431,3.063413431,147600
7/28/1995,3.055912256,3.079044096,3.055912256,3.071542131,161100
7/31/1995,3.079042435,3.079042435,3.063412836,3.063412836,261000
8/1/1995,3.071541071,3.079043033,3.063413431,3.071541071,1153800
8/2/1995,3.071541071,3.094672903,3.071541071,3.079043033,884700
8/3/1995,3.102799892,3.102799892,3.071540959,3.071540959,385200
8/4/1995,3.102799892,3.110302659,3.087170828,3.110302659,70200
8/8/1995,3.047783136,3.102799027,3.047783136,3.087169967,147600
8/9/1995,3.063414335,3.079043941,3.047784997,3.063414335,356400
8/10/1995,3.040282726,3.063414567,3.032155352,3.063414567,519300
8/11/1995,3.024651527,3.047783353,3.01652389,3.040280857,266400
8/14/1995,3.063414335,3.063414335,3.024653159,3.024653159,133200
8/15/1995,3.063414335,3.063414335,3.032155123,3.063414335,284400
8/16/1995,3.063414335,3.063414335,3.047784997,3.047784997,700200
8/17/1995,3.055912256,3.063414489,3.040282649,3.063414489,415800
8/18/1995,3.000895023,3.047784369,3.000895023,3.047784369,6084000
8/21/1995,3.009023666,3.024653543,2.985266684,3.024653543,223200
8/22/1995,3.024651527,3.055910454,3.01652389,3.01652389,113400
8/23/1995,3.047783136,3.055910237,3.032153271,3.032153271,935100
8/24/1995,3.079042435,3.087170341,3.047783506,3.055910607,153900
8/25/1995,3.087171793,3.094673757,3.063414277,3.063414277,162900
8/28/1995,3.079042435,3.094672301,3.071540474,3.094672301,110700
8/29/1995,3.079042435,3.087170341,3.063412836,3.087170341,152100
8/30/1995,3.047464371,3.087254923,3.047464371,3.079044463,132300
8/31/1995,3.039886236,3.071466068,3.039886236,3.055676423,234000
9/1/1995,3.06325531,3.071466045,3.039886213,3.047465394,428400
9/5/1995,3.118835449,3.126414357,3.055675533,3.063254441,306000
9/6/1995,3.126414299,3.166205124,3.118835391,3.126414299,892800
9/7/1995,3.110622883,3.118834154,3.103043978,3.118834154,97200
9/8/1995,3.126414299,3.13462476,3.126414299,3.126414299,165600
9/11/1995,3.134623289,3.134623289,3.118833928,3.134623289,324900
9/12/1995,3.126414299,3.13462476,3.118835391,3.13462476,188100
9/13/1995,3.118835449,3.14220454,3.118835449,3.134624818,763200
9/14/1995,3.142203808,3.142203808,3.118834723,3.126413629,330300
9/15/1995,3.142203808,3.157993715,3.142203808,3.150414267,655200
9/18/1995,3.134623289,3.150413464,3.134623289,3.150413464,93600
9/19/1995,3.142203808,3.150414267,3.126413629,3.126413629,162000
9/20/1995,3.15799427,3.189574091,3.14220436,3.14220436,520200
9/21/1995,3.134623289,3.166203638,3.134623289,3.15799291,426600
9/22/1995,3.110622883,3.126413059,3.103043978,3.118834154,401400
9/25/1995,3.126414299,3.13462476,3.071465116,3.094834206,832500
9/26/1995,3.126414299,3.126414299,3.118835391,3.118835391,306900
9/27/1995,3.142203808,3.142203808,3.118834723,3.126413629,1549800
9/28/1995,3.173784256,3.173784256,3.134624981,3.134624981,637200
9/29/1995,3.15799427,3.15799427,3.134624639,3.15799427,1170900
10/2/1995,3.079042196,3.142202063,3.079042196,3.142202063,141300
10/3/1995,3.008303642,3.071463524,3.008303642,3.063252797,345600
10/4/1995,2.992515564,3.0158852,2.976726192,3.0158852,327600
10/5/1995,3.015882969,3.015882969,2.99251335,3.015882969,258300
10/6/1995,2.960935593,3.000094866,2.960935593,3.000094866,565200
10/10/1995,2.98430419,2.98430419,2.952724101,2.952724101,321300
10/11/1995,2.992515564,3.008305749,2.984305102,2.984305102,189900
10/12/1995,3.00009346,3.008303918,2.992513742,2.992513742,477900
10/13/1995,3.015882969,3.024093696,3.000093067,3.000093067,191700
10/16/1995,3.031673193,3.039884193,3.000093654,3.000093654,634500
10/17/1995,3.024095774,3.039885687,3.00830559,3.039885687,318600
10/18/1995,3.024095774,3.031674683,3.015885041,3.015885041,232200
10/19/1995,3.06325531,3.06325531,3.024096297,3.031675208,645300
10/20/1995,3.06325531,3.071466045,3.039886213,3.06325531,869400
10/23/1995,3.079042196,3.094831824,3.039882954,3.063252026,821700
10/24/1995,3.06325531,3.08725596,3.0556764,3.08725596,430200
10/25/1995,3.055673122,3.063252024,3.039882953,3.055673122,671400
10/26/1995,3.094833612,3.103044614,3.047463889,3.071464527,721800
10/27/1995,3.118835449,3.118835449,3.087255085,3.087255085,507600
10/30/1995,3.126414299,3.126414299,3.103045209,3.103045209,92700
10/31/1995,3.103044271,3.15041399,3.094833271,3.15041399,1052100
11/1/1995,3.087255478,3.103045662,3.079045016,3.094834658,348300
11/2/1995,3.126414299,3.126414299,3.079044566,3.079044566,486000
11/3/1995,3.126414299,3.13462476,3.110624117,3.126414299,368100
11/6/1995,3.142203808,3.142203808,3.126413629,3.134624088,261000
11/7/1995,3.103044271,3.142203532,3.103044271,3.142203532,139500
11/8/1995,3.118835449,3.126414357,3.110624175,3.110624175,195300
11/9/1995,3.079042196,3.126411893,3.079042196,3.126411893,609300
11/10/1995,3.079042196,3.094831824,3.071462752,3.094831824,486900
11/13/1995,3.126414299,3.126414299,3.071465116,3.079044566,1049400
11/14/1995,3.079042196,3.126411893,3.063252026,3.118832991,198000
11/15/1995,3.047464371,3.087254923,3.039885192,3.071465013,1939500
11/16/1995,3.047464371,3.055675374,3.039885192,3.055675374,1067400
11/17/1995,3.06325531,3.079045497,3.031675208,3.047465394,1375200
11/20/1995,3.047464371,3.071465013,3.039885192,3.055675374,333900
11/21/1995,3.00009346,3.055674172,2.984303285,3.055674172,686700
11/22/1995,3.031673193,3.047463369,3.000093654,3.000093654,645300
11/23/1995,3.055673122,3.055673122,3.039882953,3.047462126,389700
11/24/1995,3.071465969,3.071465969,3.039886138,3.055676325,470700
11/27/1995,3.031673193,3.063253275,3.024094288,3.063253275,1008000
11/28/1995,3.047464371,3.055675374,3.01588455,3.031674189,832500
11/29/1995,3.031673193,3.063253275,3.015883559,3.055674369,442800
11/30/1995,3.008057833,3.04762901,3.008057833,3.031672899,2930400
12/1/1995,3.031673193,3.047629306,3.008058124,3.008058124,681300
12/4/1995,3.031673193,3.031673193,2.99976042,3.015716806,366300
12/5/1995,2.999762297,3.039971978,2.999762297,3.03167509,696600
12/6/1995,2.96784997,3.015718332,2.96784997,3.015718332,1869300
12/7/1995,2.976145983,2.98380494,2.960189867,2.976145983,693900
12/8/1995,3.008057833,3.008057833,2.967848181,2.983804018,418500
12/11/1995,3.079542637,3.095498755,3.008059204,3.008059204,575100
12/12/1995,3.063587666,3.103797355,3.063587666,3.103797355,647100
12/13/1995,3.05592823,3.063586917,3.05592823,3.05592823,654300
12/14/1995,3.079542637,3.079542637,3.05592756,3.05592756,706500
12/15/1995,3.095499039,3.111455433,3.063586525,3.063586525,1094400
12/18/1995,3.071884394,3.095499476,3.055928272,3.095499476,381600
12/19/1995,3.063587666,3.095500191,3.063587666,3.071885103,1049400
12/20/1995,3.05592823,3.087840748,3.031674947,3.071884352,1920600
12/21/1995,3.079542637,3.079542637,3.05592756,3.063586245,1705500
12/22/1995,3.095499039,3.095499039,3.071883959,3.071883959,388800
12/27/1995,3.087839842,3.103795685,3.079542409,3.103795685,268200
12/28/1995,3.119751453,3.119751453,3.087839496,3.09549818,432900
12/29/1995,3.151665449,3.151665449,3.111455771,3.111455771,418500
1/2/1996,3.175279379,3.175279379,3.127410484,3.151664306,218700
1/3/1996,3.183577299,3.23144621,3.175280412,3.183577299,1011600
1/4/1996,3.191234827,3.199531984,3.175278715,3.191234827,360900
1/5/1996,3.191234827,3.191234827,3.167619211,3.191234827,763200
1/8/1996,3.215489864,3.215489864,3.199533743,3.199533743,664200
1/9/1996,3.207192659,3.215490095,3.191236811,3.215490095,518400
1/10/1996,3.175279379,3.207191337,3.159322989,3.199532653,617400
1/11/1996,3.127409935,3.175278822,3.119750979,3.175278822,484200
1/12/1996,3.111454487,3.13570776,3.111454487,3.127410328,226800
1/15/1996,3.087839842,3.119751802,3.087839842,3.111454917,732600
1/16/1996,3.087839842,3.103795685,3.079542409,3.087839842,437400
1/17/1996,3.087839842,3.103795685,3.079542409,3.079542409,442800
1/18/1996,3.079542637,3.103795915,3.079542637,3.103795915,230400
1/19/1996,3.079542637,3.103795915,3.079542637,3.103795915,743400
1/22/1996,3.071884394,3.095499476,3.071884394,3.071884394,613800
1/23/1996,3.063587666,3.079544065,3.055928977,3.079544065,604800
1/24/1996,3.111454487,3.111454487,3.063585594,3.071883026,359100
1/25/1996,3.111454487,3.13570776,3.103795256,3.127410328,722700
1/26/1996,3.127409935,3.143366048,3.111454096,3.111454096,632700
1/29/1996,3.135710001,3.14336869,3.119753601,3.135710001,464400
1/30/1996,3.183577299,3.183577299,3.119752541,3.143367622,3081600
1/31/1996,3.183577299,3.183577299,3.167620904,3.183577299,611100
2/1/1996,3.223148584,3.247401865,3.191236344,3.191236344,361800
2/2/1996,3.247400522,3.247400522,3.223147252,3.223147252,401400
2/5/1996,3.247400522,3.247400522,3.231444683,3.247400522,294300
2/6/1996,3.247400522,3.255059753,3.231444683,3.239103365,233100
2/7/1996,3.231446743,3.255061828,3.231446743,3.255061828,270000
2/8/1996,3.271015882,3.271015882,3.215488581,3.223147538,611100
2/9/1996,3.271015882,3.271015882,3.255060041,3.255060041,311400
2/12/1996,3.286971569,3.302927956,3.271015456,3.279312887,390600
2/13/1996,3.279313087,3.295269475,3.279313087,3.295269475,450900
2/14/1996,3.286971569,3.302927956,3.279312887,3.279312887,795600
2/15/1996,3.271015882,3.302928386,3.271015882,3.286971997,963900
2/16/1996,3.295269728,3.311225295,3.279313339,3.295269728,894600
2/19/1996,3.350796461,3.350796461,3.286971733,3.295269438,683100
2/20/1996,3.334841251,3.334841251,3.302928744,3.318885135,1242000
2/21/1996,3.295269728,3.334840915,3.279313339,3.334840915,618300
2/22/1996,3.302927971,3.318884358,3.295269289,3.311224854,997200
2/23/1996,3.231446743,3.311227087,3.215490345,3.295271512,432000
2/26/1996,3.223148584,3.247401865,3.223148584,3.239104704,413100
2/27/1996,3.247400522,3.247400522,3.207190864,3.207190864,1025100
2/28/1996,3.239104509,3.271016748,3.239104509,3.263357789,322200
2/29/1996,3.239105463,3.271335524,3.222990848,3.271335524,1638900
3/1/1996,3.247485876,3.255221047,3.231370982,3.247485876,539100
3/4/1996,3.246840715,3.255220437,3.214610657,3.239105269,374400
3/5/1996,3.246840715,3.246840715,3.222990655,3.230725824,465300
3/6/1996,3.25521946,3.26295435,3.239104297,3.239104297,333900
3/7/1996,3.206874609,3.27133415,3.206874609,3.27133415,697500
3/8/1996,3.15852952,3.222989617,3.142414911,3.222989617,436500
3/11/1996,3.206874609,3.206874609,3.150794233,3.1585294,337500
3/12/1996,3.206874609,3.214609499,3.182380006,3.206874609,428400
3/13/1996,3.222988844,3.239103449,3.199138243,3.215253402,791100
3/14/1996,3.262955189,3.279070356,3.214610518,3.214610518,540000
3/15/1996,3.25521946,3.26295435,3.239104297,3.246839741,1066500
3/18/1996,3.271335363,3.287450531,3.255220472,3.271335363,556200
3/19/1996,3.279712915,3.295827796,3.263598312,3.2713332,495000
3/20/1996,3.279068708,3.295183591,3.271333543,3.287448702,567000
3/21/1996,3.239105463,3.271335524,3.239105463,3.271335524,623700
3/22/1996,3.25521946,3.26295435,3.239104297,3.246839741,870300
3/25/1996,3.25521946,3.271334346,3.247484292,3.263599455,448200
3/26/1996,3.287448406,3.311298452,3.255218368,3.262953256,938700
3/27/1996,3.416368008,3.432483166,3.287448674,3.287448674,1176300
3/28/1996,3.400254488,3.432484542,3.391874768,3.424104545,816300
3/29/1996,3.456332922,3.536907602,3.456332922,3.513057557,2473200
4/1/1996,3.472449064,3.488563396,3.464713344,3.472449064,1665900
4/2/1996,3.464713812,3.488563867,3.456334369,3.472449533,4628700
4/3/1996,3.480829239,3.480829239,3.464714074,3.473094347,606600
4/4/1996,3.505325317,3.513060766,3.473095803,3.473095803,773100
4/8/1996,3.505325317,3.505325317,3.464715526,3.480830698,567900
4/9/1996,3.529172659,3.545287819,3.488562899,3.488562899,681300
4/10/1996,3.553669453,3.577519513,3.513059674,3.537554286,1042200
4/11/1996,3.609747648,3.609747648,3.553023001,3.569138162,597600
4/12/1996,3.569782972,3.625863073,3.561403254,3.60201302,1022400
4/15/1996,3.596857071,3.609748928,3.538843301,3.551735157,712800
4/16/1996,3.571072578,3.609747861,3.567849269,3.596856008,601200
4/17/1996,3.57751894,3.57751894,3.545288888,3.561403775,1194300
4/18/1996,3.567849636,3.596856377,3.567849636,3.574295425,271800
4/19/1996,3.571072578,3.590410219,3.56462596,3.567849269,963000
4/22/1996,3.561403275,3.577518437,3.561403275,3.571072649,1250100
4/23/1996,3.535619974,3.571073617,3.525951427,3.571073617,1311300
4/24/1996,3.525951385,3.535619932,3.513059529,3.535619932,563400
4/25/1996,3.487273455,3.516280463,3.471158573,3.513057708,466200
4/26/1996,3.542067051,3.542067051,3.464714794,3.480829963,731700
4/29/1996,3.57751894,3.57751894,3.535619512,3.545288888,1220400
4/30/1996,3.567849636,3.571072945,3.551734472,3.551734472,992700
5/1/1996,3.535619974,3.567850307,3.522728394,3.567850307,366300
5/2/1996,3.500168324,3.545290528,3.500168324,3.545290528,425700
5/3/1996,3.4937222,3.513060405,3.46471517,3.46471517,369000
5/6/1996,3.471158504,3.493719449,3.461489963,3.487273386,522900
5/7/1996,3.461492062,3.48405302,3.461492062,3.474383919,1731600
5/8/1996,3.448596954,3.461489355,3.438928138,3.461489355,542700
5/9/1996,3.474382162,3.477604641,3.435706056,3.451820939,1202400
5/10/1996,3.567849636,3.577518734,3.496944023,3.496944023,893700
5/13/1996,3.674207687,3.693545882,3.603302081,3.603302081,615600
5/14/1996,3.738667011,3.770897054,3.732220947,3.770897054,1194300
5/15/1996,3.754784584,3.770899755,3.741892724,3.767676445,1314000
5/16/1996,3.683875799,3.751558908,3.683875799,3.7483356,405900
5/17/1996,3.719330072,3.719330072,3.69032333,3.693546363,558900
5/21/1996,3.751560688,3.819242999,3.738668279,3.803128387,1213200
5/22/1996,3.777344704,3.787014081,3.745115198,3.767675603,593100
5/23/1996,3.780567169,3.783789925,3.770898071,3.77734386,813600
5/24/1996,3.793459415,3.803128515,3.783790316,3.783790316,283500
5/27/1996,3.803129196,3.809575264,3.790236785,3.803129196,323100
5/28/1996,3.812796593,3.819242381,3.783789576,3.783789576,566100
5/29/1996,3.861142397,3.861142397,3.819242967,3.828912067,853200
5/30/1996,3.880641222,3.883891384,3.835139795,3.883891384,560700
5/31/1996,3.870892525,3.890393224,3.861142036,3.883892898,3123900
6/3/1996,3.861142874,3.867643201,3.851392383,3.867643201,1623600
6/4/1996,3.812389135,3.857890286,3.809138695,3.851390241,788400
6/5/1996,3.711635351,3.818889868,3.695385377,3.812389544,395100
6/6/1996,3.698635101,3.718136074,3.692134777,3.711635192,765900
6/7/1996,3.682384253,3.688884856,3.656383514,3.688884856,495900
6/10/1996,3.685636759,3.721388004,3.685636759,3.688886923,511200
6/11/1996,3.597882271,3.672635179,3.597882271,3.623883016,677700
6/12/1996,3.584881544,3.601132357,3.575131057,3.575131057,454500
6/13/1996,3.614132404,3.623882613,3.588131384,3.588131384,284400
6/14/1996,3.604383945,3.633635145,3.604383945,3.617384324,369000
6/17/1996,3.591382504,3.60763332,3.584882456,3.60763332,294300
6/18/1996,3.614132404,3.640133146,3.604381917,3.620632729,789300
6/19/1996,3.698635101,3.718136074,3.617381886,3.617381886,1331100
6/20/1996,3.675885916,3.701887226,3.666135982,3.698637063,510300
6/21/1996,3.604383945,3.685637216,3.604383945,3.685637216,747000
6/24/1996,3.646633387,3.646633387,3.604381833,3.620632645,245700
6/25/1996,3.740887165,3.8026397,3.731137235,3.770138351,1155600
6/26/1996,3.711635351,3.734386487,3.692134936,3.721386117,1210500
6/27/1996,3.714885235,3.737636088,3.675883573,3.711634794,774000
6/28/1996,3.744139433,3.757139811,3.705137739,3.714888232,383400
7/2/1996,3.766887188,3.770137071,3.75388682,3.770137071,1036800
7/3/1996,3.773387671,3.773387671,3.763637184,3.766887625,1356300
7/4/1996,3.766887188,3.783137996,3.763636747,3.766887188,180900
7/5/1996,3.744139433,3.77014019,3.705137739,3.766890305,615600
7/8/1996,3.750638247,3.766889063,3.737637872,3.737637872,471600
7/9/1996,3.770138264,3.776638868,3.72138666,3.72138666,630900
7/10/1996,3.776639462,3.779889346,3.757138482,3.766888972,4518000
7/11/1996,3.753888369,3.776639231,3.753888369,3.770138626,534600
7/12/1996,3.753888369,3.760388416,3.721387017,3.753888369,339300
7/15/1996,3.68888545,3.753887865,3.68888545,3.753887865,222300
7/16/1996,3.640132904,3.698635267,3.584881262,3.688885059,1490400
7/17/1996,3.68888545,3.68888545,3.610882385,3.643383732,348300
7/18/1996,3.692135572,3.721386759,3.685635526,3.685635526,1096200
7/19/1996,3.711635351,3.727886162,3.67263452,3.67263452,416700
7/22/1996,3.731140137,3.731140137,3.675887605,3.721389641,648000
7/23/1996,3.711635351,3.731136604,3.701885422,3.714885792,1127700
7/24/1996,3.711635351,3.718136234,3.682384449,3.705135306,808200
7/25/1996,3.737637281,3.737637281,3.705135932,3.705135932,658800
7/26/1996,3.766887188,3.770137071,3.731135967,3.731135967,458100
7/29/1996,3.796140671,3.802640719,3.753889101,3.753889101,594000
7/30/1996,3.789638758,3.799388687,3.789638758,3.796139082,1716300
7/31/1996,3.727884769,3.796137593,3.721384726,3.796137593,918900
8/1/1996,3.760388374,3.770138584,3.737637512,3.737637512,2121300
8/2/1996,3.737637281,3.770138351,3.737637281,3.763638026,555300
8/6/1996,3.714885235,3.737636088,3.70513475,3.737636088,642600
8/7/1996,3.708387375,3.718137866,3.682386065,3.711636981,630900
8/8/1996,3.7018857,3.705135584,3.685635167,3.705135584,140400
8/9/1996,3.737637281,3.740887165,3.701886049,3.701886049,531000
8/12/1996,3.773387671,3.779887995,3.724636076,3.724636076,323100
8/13/1996,3.792889357,3.805890287,3.773388658,3.786389031,1188000
8/14/1996,3.783139706,3.802640127,3.770138774,3.786389311,803700
8/15/1996,3.783139706,3.783139706,3.770138774,3.783139706,600300
8/16/1996,3.799389839,3.809140329,3.770138927,3.770138927,503100
8/19/1996,3.887144804,3.900145742,3.799391473,3.799391473,1236600
8/20/1996,3.965143919,3.981394446,3.867640199,3.867640199,1096200
8/21/1996,3.893644571,3.981397598,3.887143686,3.965147058,442800
8/22/1996,3.890392542,3.906643075,3.883892217,3.8871421,468900
